Datum (MEZ),Kernenergie,Laufwasser,Biomasse,Braunkohle,Steinkohle,Öl,Erdgas,Geothermie,Speicherwasser,Pumpspeicher,Andere,Müll,Wind Offshore,Wind Onshore,Solar,

2022-01-01T00:00+01:00,3201.8,2008.3,4604.8,3814.2,1837.3,110.9,2961.6,22.7,57.7,432.6,70,1307.6,6132.1,25130.3,0,
2022-01-01T00:15+01:00,3318.2,2008.1,4590.5,3798.8,1831.1,110.9,3065.3,22.7,41,312.8,70,1310.7,6038.7,25050.4,0,
2022-01-01T00:30+01:00,3337.5,2007.3,4588.5,3740.2,1828.4,110.9,3059.5,22.9,30.1,191.1,70,1294.7,5961.1,24656.4,0,
2022-01-01T00:45+01:00,3335.9,2007.9,4607.1,3758.9,1821.5,110.9,3056.2,23,33.8,130.4,70,1271.1,5771.2,24718,0,
2022-01-01T01:00+01:00,3344.1,2001.3,4598.4,3781.4,1842,110.9,2924.1,23,118.8,276,70.1,1301.4,5688.8,24266.4,0,
2022-01-01T01:15+01:00,3343.5,1997.1,4589.7,3734.8,1845.9,110.9,2917.6,23.1,121.3,321.1,70.1,1292.6,5795.3,24025.4,0,
2022-01-01T01:30+01:00,3340.1,1999.9,4584,3748.1,1834,110.9,2901.9,23.2,119.2,296.6,70.1,1283.3,5775.4,23608.7,0,
2022-01-01T01:45+01:00,3337.6,2000.3,4588.2,3783.8,1835.2,110.9,2920.8,23.2,34.9,285.4,70.1,1297.1,5843,22938.5,0,
2022-01-01T02:00+01:00,3340.8,2000.3,4593.7,3737,1828.7,110.9,2930.6,23.3,102.6,383.7,70.1,1283.8,5699.4,22974.9,0,
2022-01-01T02:15+01:00,3338.5,1996.5,4586.9,3718.4,1828.2,110.9,2892.1,23.5,32.9,293.2,70.1,1285.8,5748.1,22593.8,0,
2022-01-01T02:30+01:00,3341.5,1999.3,4596.5,3691.5,1820.3,110.9,2909.2,23.6,34.1,241.9,70.1,1280.7,5410.5,22407.5,0,
2022-01-01T02:45+01:00,3330.8,1996.4,4600.9,3681.4,1819.7,110.9,2916.9,23.7,30.5,136.8,70.1,1275.6,5335.7,22306.5,0,
2022-01-01T03:00+01:00,3341.1,1997.1,4599.2,3719.7,1816.1,110.9,2944.4,23.9,33.7,115.8,70.1,1263.6,5305.1,22006.3,0,
2022-01-01T03:15+01:00,3335.9,1997.9,4607.2,3709.1,1816.4,110.9,2934.7,24,33,106.4,70.1,1275.7,5266.2,21737.3,0,
2022-01-01T03:30+01:00,3336,1998.7,4602.1,3717.1,1813,110.9,2926.2,23.9,34.2,115.8,70.1,1281.6,5353.6,21216,0,
2022-01-01T03:45+01:00,3330.4,1998,4597,3722.6,1816.4,110.9,2939.4,23.9,37.2,92.8,70.1,1281.3,5607.4,20965.9,0,
2022-01-01T04:00+01:00,3335.2,1997.6,4601.1,3736.3,1809.7,110.9,2949.5,23.9,62.7,86.8,70.1,1268.1,5592.8,20335.6,0,
2022-01-01T04:15+01:00,3336.2,1995,4601.2,3722.9,1807,110.9,2932.9,23.9,32.4,73.1,70.1,1265.9,5694,20331.8,0,
2022-01-01T04:30+01:00,3337.6,1995.5,4608.8,3745.4,1801.8,110.9,2941.2,24,174.1,49.6,70.1,1263.1,5696.1,19713.6,0,
2022-01-01T04:45+01:00,3334.2,1993.8,4602.4,3803.8,1807.3,110.9,2943.6,24.1,55.7,47.5,70.1,1267,5364.1,19673,0,
2022-01-01T05:00+01:00,3338.2,1994.9,4604.9,3850.5,1801,110.9,2918.4,24,37.2,47.5,70.1,1264,5018.9,19293,0,
2022-01-01T05:15+01:00,3338.7,1984.2,4610.2,3936,1804,110.9,2929.4,24.1,54.5,49.4,70.1,1268.9,4645.3,19079,0,
2022-01-01T05:30+01:00,3344.6,1982.6,4611.5,4100.8,1811.2,110.9,2919,24.2,93.6,45.7,70.1,1282.4,4321.7,18901.6,0,
2022-01-01T05:45+01:00,3341.8,1980.6,4613.7,4095.5,1811.3,110.9,2945.2,24,91.3,43.7,70.1,1286.8,4139.3,18872.7,0,
2022-01-01T06:00+01:00,3336.6,1974.6,4632.8,4093.4,1805.8,110.9,2908.3,23.9,30.6,43.7,70.1,1279.3,4106.2,19103.3,0,
2022-01-01T06:15+01:00,3335.8,1979.4,4650.9,4100.5,1820.8,111.1,2931.7,23.8,33.4,43.3,70.1,1270.3,4330.7,18826.5,0,
2022-01-01T06:30+01:00,3339.2,1980.5,4656.9,4114.6,1831,111.7,2935.5,24.2,37,43,70.1,1281.2,4635.6,18663.1,0,
2022-01-01T06:45+01:00,3335.4,1984.2,4658.9,4137.8,1832.2,111.7,2936.4,24.2,33.8,44.2,70,1282.7,4986.8,18306.3,0,
2022-01-01T07:00+01:00,3333.7,1983.1,4683.4,4102.6,2072.4,111.7,2937.6,24.3,27.9,82.1,70.1,1290.9,5035.7,17968,0,
2022-01-01T07:15+01:00,3327.2,1983.1,4695.7,4096,2109.2,111.7,2937.8,24.2,31.8,82.1,70.1,1292.3,4950.6,17587.9,0.1,
2022-01-01T07:30+01:00,3305,1983.2,4711.4,4109.1,2167.7,111.7,2947,24.3,33.5,82.1,68.5,1297.4,4826.5,17312.1,0.1,
2022-01-01T07:45+01:00,3325.8,1989.8,4741.6,4109.3,2125.6,111.7,2926.4,24.3,32.6,82.1,68.6,1300.4,4589.2,17268.7,1.6,
2022-01-01T08:00+01:00,3338.7,1987.5,4784,4202.1,2215.4,111.7,3079.1,24.2,53.5,82.9,68.5,1302.5,4512.1,16666.9,5.2,
2022-01-01T08:15+01:00,3336.4,1995.7,4805.7,4192.3,2195.1,111.7,3075,24.2,39.8,88.3,68.5,1302.7,4105.4,16370.6,64.5,
2022-01-01T08:30+01:00,3340.9,2010.6,4817.1,4219,2165.9,111.7,3090.8,24.2,29.5,82.9,68.5,1295.1,3921,16091.4,313.2,
2022-01-01T08:45+01:00,3332.3,2013.8,4817.2,4278.5,2211.9,111.7,3087.8,24.2,26.9,82.7,68.5,1292.9,4150.1,15849.5,689,
2022-01-01T09:00+01:00,3324.3,2010.7,4821.4,4438.8,2199.4,111.7,3000.6,24.2,33,81.5,68.5,1296.8,4261.3,15721.3,1194.3,
2022-01-01T09:15+01:00,3321.6,2013.8,4852.1,4457.1,2186.1,111.7,2985.7,24.1,22.6,78.9,68.5,1287.5,4313.3,15478.8,1769.8,
2022-01-01T09:30+01:00,3323.2,2013.8,4850.2,4488.3,2213.7,111.7,3006.8,24,21.1,79.4,68.5,1290,4253,15027.6,2329.7,
2022-01-01T09:45+01:00,3327.6,2023.4,4826.2,4474.6,2235.2,111.7,3001.9,21.6,21.3,80.1,67.3,1287.8,4029.1,14853.5,2923.5,
2022-01-01T10:00+01:00,3330.2,2014.4,4818.4,4609.4,2179.2,111.7,3128,20,21.5,129.5,67.3,1291.2,4036.6,14419.8,3562,
2022-01-01T10:15+01:00,3329.8,2020,4834.5,4705.2,2192.6,111.7,3129.1,20,19.8,146.7,67.3,1294.1,4061.2,13809.8,4240.5,
2022-01-01T10:30+01:00,3333.2,2022.6,4843.3,4611.4,2196.8,111.7,3137,20,23.1,172.1,67.3,1302,4129.1,13355.2,4931.6,
2022-01-01T10:45+01:00,3337.7,2026.4,4848.8,4631.8,2201.8,111.7,3150.3,19.9,20.3,147.2,67.3,1287.5,3977.8,12949,5585.8,
2022-01-01T11:00+01:00,3337,2025.6,4825.2,4662.9,2231.9,111.7,3130.1,19.9,30.1,76.4,67.3,1288.8,3922.9,12324.6,6139.6,
2022-01-01T11:15+01:00,3335.8,2022.5,4805.3,4682,2242.9,111.7,3138.3,19.7,17.4,96,67.3,1287.4,4077,12042.4,6701.2,
2022-01-01T11:30+01:00,3333.1,2021.1,4782.1,4689.6,2280.1,111.7,3146.9,17.3,22.2,123.9,67.3,1282.3,4411.6,11457.4,7182,
2022-01-01T11:45+01:00,3340.3,2019,4805,4735.1,2313.5,111.7,3157,15.6,67.2,105.6,67.3,1292.2,4649.2,10654.8,7572.6,
2022-01-01T12:00+01:00,3347.3,2011.5,4786.2,4786.7,2369.5,111.7,3133.3,15.5,30.9,567.8,67.3,1290.6,4591.9,10665.6,7861.9,
2022-01-01T12:15+01:00,3344.3,2006.2,4772.5,4745.1,2449,111.7,3148.7,15.4,24.7,440.7,67.3,1290.6,4841.9,10432.4,8118.9,
2022-01-01T12:30+01:00,3336,2006.4,4751.6,4834.5,2473.6,111.7,3147.5,15.4,26.8,457.9,67.3,1284.2,5186,9811.1,8208,
2022-01-01T12:45+01:00,3337.2,2004.8,4748.9,4740.5,2477.7,111.7,3133.8,15.4,23.2,495.5,67.3,1293.6,5360.6,9475.5,7998.1,
2022-01-01T13:00+01:00,3340.9,2007.1,4742.6,4516.9,2468.1,111.7,3040.2,15.4,24.6,715,67.3,1301,5378.9,9149.6,7696.8,
2022-01-01T13:15+01:00,3341.6,2007.3,4736.6,4488.8,2466.4,111.7,3037.2,15.4,19.9,691.7,67.3,1293.4,5445,8862.6,7346.5,
2022-01-01T13:30+01:00,3338.6,2005.5,4736,4488.7,2462.5,111.7,3039.7,15.4,35.1,665.9,67.3,1285.1,5562.7,8551.5,6855.6,
2022-01-01T13:45+01:00,3329.2,2006.8,4736.5,4492.5,2467.5,111.7,3035.1,15.4,70.7,740.8,67.3,1284,5724.4,8284.1,6335.6,
2022-01-01T14:00+01:00,3270.6,2001.8,4739.1,4662.1,2549.2,111.7,3163.2,15.4,40.5,1239.2,67.3,1280.9,5810.8,8268.1,5754.9,
2022-01-01T14:15+01:00,3262.1,1998.1,4745.9,4925.8,2581.3,111.7,3157.5,15.4,121.7,1230.5,67.3,1283.1,5859.3,8064.4,5157.3,
2022-01-01T14:30+01:00,3336.4,1996.9,4761.2,5319.3,2681.2,111.7,3136.4,15.4,85.6,1224.2,67.3,1285.6,5910.1,8049.2,4500.1,
2022-01-01T14:45+01:00,3334.3,1997.4,4765.9,5913,2704,111.7,3149.1,15.4,67.8,1231.1,67.3,1287.7,5978.7,8085.5,3794,
2022-01-01T15:00+01:00,3329.9,1996.2,4779.4,6463.4,2822.1,111.7,3139.5,15.5,84.6,1045.8,67.3,1284.4,6020.6,8258.2,3028.2,
2022-01-01T15:15+01:00,3339,1994.3,4793.2,6684,2900,111.7,3167.6,15.6,47.9,1096.6,67.3,1272.8,6029.5,8310.3,2236.5,
2022-01-01T15:30+01:00,3341.1,1990.8,4795.7,6800,3027.5,111.7,3171.4,15.6,170.9,1144.2,67.3,1288.7,6037.9,8545.9,1502,
2022-01-01T15:45+01:00,3340.8,1990.6,4824.6,7067.5,3195.7,111.7,3177.2,15.8,30.4,1203.8,67.3,1298.1,6065.9,8992.2,901.9,
2022-01-01T16:00+01:00,3335.2,1989.2,4866.3,7352,3313.7,111.7,3127.9,16,15.5,1350.7,67.3,1302.7,6075.7,9557,452.6,
2022-01-01T16:15+01:00,3338.9,1988.3,4886.9,7400.6,3403.1,111.7,3138,16.1,29.7,1675,67.3,1292.9,6103.8,10057.9,153.5,
2022-01-01T16:30+01:00,3341,1986,4887.8,7493,3447.5,111.7,3143.6,16.2,29.6,1806.6,67.3,1304.8,6115.5,10545.5,17.5,
2022-01-01T16:45+01:00,3342.5,1985.5,4899.2,7629.8,3511.1,111.7,3148.2,16.2,32.3,1922.5,67.3,1304.3,6132.5,11074.1,1,
2022-01-01T17:00+01:00,3338.6,1977.3,4907,7727.5,3585.5,111.7,3135.7,16.3,39.5,1957.1,67.3,1301.2,6152.2,11657.5,0.1,
2022-01-01T17:15+01:00,3343.9,1974.7,4909.8,7878,3589.6,111.7,3113.3,16.4,38.4,2037.1,67.3,1289.2,6091.2,12213,0,
2022-01-01T17:30+01:00,3345.1,1974.6,4913.3,7862.7,3598.5,111.7,3131.5,18.7,33.8,2069.4,67.3,1298,6034.6,12815.4,0,
2022-01-01T17:45+01:00,3344.8,1970.7,4909,7833.4,3668.8,111.7,3141.7,18.9,34.2,2061.7,67.3,1312.4,6042.9,13281.1,0,
2022-01-01T18:00+01:00,3344,1971.6,4921,8035.4,3712.3,111.7,3122.9,19,34.1,2476.3,67.3,1309.4,6052.8,13830,0,
2022-01-01T18:15+01:00,3345.2,1970.4,4934.5,8075,3725.9,111.7,3108.4,19.1,35.8,2484.8,67.3,1306.7,6038.4,14281,0,
2022-01-01T18:30+01:00,3345.3,1969.1,4936.5,8083.5,3776.8,111.7,3126.3,19.3,34.4,2404.7,67.3,1313,6044.1,14695.5,0,
2022-01-01T18:45+01:00,3344.7,1967.9,4934.6,7949,3775.5,111.7,3126.9,19.2,27.8,1930.9,67.3,1315.4,6060.7,15392,0,
2022-01-01T19:00+01:00,3344.1,1960.1,4923.3,7808.8,3662.8,111.7,3159.6,19.4,27.4,2035.3,67.3,1314.6,6071.7,16032.7,0,
2022-01-01T19:15+01:00,3343.5,1965.9,4891.5,7764.6,3598.3,111.7,3174.2,19.4,28.8,1903.8,67.3,1308.3,6085.1,16305.4,0,
2022-01-01T19:30+01:00,3344.8,1968.9,4892.9,7669.1,3532.6,111.7,3171.2,19.4,31.5,2010.5,68.5,1304,6089.5,16677.8,0,
2022-01-01T19:45+01:00,3343.9,1968.3,4880.7,7306.6,3465,111.7,3140.7,19.6,28.3,1625.3,68.5,1308.2,6098.8,17028.1,0,
2022-01-01T20:00+01:00,3350.6,1968.2,4833.2,6918.4,3306.7,111.7,3166,20.1,54,1706.4,68.5,1297.9,6139,17459.6,0,
2022-01-01T20:15+01:00,3349.5,1971.4,4806.9,6779,3230.2,111.7,3183.8,21.5,43.6,1218.9,68.5,1311.4,6190.7,17498.3,0,
2022-01-01T20:30+01:00,3342.8,1974,4786.4,6632.1,3181.8,111.7,3171.3,22.1,32.1,1147.8,68.5,1305.1,6272.3,17537.4,0,
2022-01-01T20:45+01:00,3341.6,1974.3,4775.6,6343.6,3112.9,111.7,3141.1,22.7,27.5,897.3,68.5,1305.3,6329.7,17632,0,
2022-01-01T21:00+01:00,3346.7,1970.7,4721.2,6068,3060.1,111.7,3104.9,23.1,61.5,969,68.5,1306.4,6399,17597.1,0,
2022-01-01T21:15+01:00,3352.1,1978,4721.4,5974,2906.4,111.7,3101.8,23.2,26.2,747.1,68.5,1306.2,6461.3,17852.5,0,
2022-01-01T21:30+01:00,3342.9,1978.5,4719.6,5951.9,2730,111.7,3133.8,23.2,25.1,747.1,68.5,1304.6,6498.5,18010.7,0,
2022-01-01T21:45+01:00,3343.4,1979.8,4711.5,6007.3,2542.9,111.7,3119.6,23.2,21.5,607,68.5,1310.6,6535.1,18253.4,0,
2022-01-01T22:00+01:00,3347.8,1976.1,4685.8,6146.1,2488.4,111.7,3091.9,23.4,84.5,1413.1,68.5,1322.5,6662.9,17747.8,0,
2022-01-01T22:15+01:00,3351.9,1974.9,4671.1,6132.4,2395,111.7,3104.1,23.6,92.2,819.9,68.5,1321.2,6725.6,18095.3,0,
2022-01-01T22:30+01:00,3355.4,1972.7,4675.3,6133.4,2267.4,111.7,3116.6,23.7,174.5,793.4,68.5,1317.6,6775.7,18233.4,0,
2022-01-01T22:45+01:00,3348.4,1968.9,4668.6,5732.3,2266.6,111.7,3111.3,23.8,48.8,553.6,68.5,1323.4,6810.3,18252.9,0,
2022-01-01T23:00+01:00,3353.5,1968.4,4650.1,5102.6,2247.7,111.7,3058.6,24,69.5,909.2,68.5,1324.4,6838.3,18233.6,0,
2022-01-01T23:15+01:00,3352.2,1965,4643,4889.9,2175.9,111.7,3047.9,24.2,29.3,320.6,68.5,1318.1,6946.7,18387.3,0,
2022-01-01T23:30+01:00,3348.1,1966.1,4643.8,4852.6,2170.5,111.7,3041.3,24.5,28.2,267.4,68.5,1315.7,6979.1,18365.6,0,
2022-01-01T23:45+01:00,3338.9,1965.3,4629.9,4435.8,2154.3,111.7,3027.1,24.5,27.9,190.8,68.5,1311.6,6968.5,18424.9,0,
2022-01-02T00:00+01:00,3346.5,1951.6,4606.8,3899.1,2130.9,111.7,2932.9,24.5,47,105.6,68.6,1316.1,6934,18756.8,0,
2022-01-02T00:15+01:00,3343.8,1952.3,4559.4,3841.1,2027.3,111.7,3037.5,24.5,29.7,67.2,68.5,1309.4,6945.1,18717.3,0,
2022-01-02T00:30+01:00,3311.8,1943.6,4582.8,3842.3,1988.9,111.7,3055.8,24.6,34.5,66.5,68.5,1308.3,6960.5,18361.2,0,
2022-01-02T00:45+01:00,3245.2,1944,4594.6,3895.2,1992.1,111.7,3049.6,24.5,35.1,74.1,68.6,1311.3,6935.7,17878.6,0,
2022-01-02T01:00+01:00,3189.9,1937.7,4562.1,3931.2,1988.1,111.7,2950.7,24.6,113.6,207.8,68.6,1299.5,6894.2,18159.5,0,
2022-01-02T01:15+01:00,3182.6,1943.3,4594.7,3895.2,1988.7,111.7,2971.4,24.6,34.8,110.6,68.6,1297.6,6823.6,18651,0,
2022-01-02T01:30+01:00,3160.8,1945.2,4600.3,3892.9,1984.7,111.7,2961.1,24.5,33.1,73.8,68.6,1299.9,6790.1,19071,0,
2022-01-02T01:45+01:00,3174.3,1945.2,4591.8,3836.7,1974.8,111.7,2978.5,24.5,97.6,164.3,68.6,1296.5,6833.9,17359.1,0,
2022-01-02T02:00+01:00,3262.4,1944.7,4587.3,3775.4,1960.3,111.7,2980.8,24.4,87.5,217.5,68.6,1298.6,6867.4,17240.4,0,
2022-01-02T02:15+01:00,3256,1941.3,4597.5,3730,1967.1,111.7,2977.6,24.4,122.1,135.7,68.6,1297.5,6817.2,17791.1,0,
2022-01-02T02:30+01:00,3264.4,1943.6,4599.7,3719.5,1972,111.7,2953.9,24.5,131.9,136.3,68.6,1291.3,6736,17549.8,0,
2022-01-02T02:45+01:00,3267.9,1943.8,4599.7,3710.7,1968.5,111.7,2965.5,24.5,132.9,91.9,68.6,1299.1,6715.8,17550.3,0,
2022-01-02T03:00+01:00,3291.3,1942.1,4591,3669.8,1962.4,111.7,2969.8,24.5,132.6,160.4,68.5,1300.6,6303.6,17912.2,0,
2022-01-02T03:15+01:00,3287.2,1939.6,4591,3659.3,1968.2,111.7,2972,24.3,131.5,166.7,68.5,1286.6,6311.9,18443.3,0,
2022-01-02T03:30+01:00,3334.8,1940,4594.1,3665.9,1970.9,111.7,2954.6,24.1,117.4,98.3,68.5,1296.7,6246.2,18669.1,0,
2022-01-02T03:45+01:00,3352.9,1943.4,4603.9,3674.4,1975.4,111.7,2956.4,23.9,127,143.2,68.5,1287.8,6236,18482.3,0,
2022-01-02T04:00+01:00,3342.2,1938.2,4597.5,3693.3,1975.7,111.7,2961.5,23.9,129.7,146,68.6,1273.4,6087.7,17485.9,0,
2022-01-02T04:15+01:00,3332.8,1937.6,4602.8,3664.9,2009,111.7,2957,23.7,135.8,121.4,68.6,1279.3,6089.1,17404.1,0,
2022-01-02T04:30+01:00,3328.8,1937.8,4610.2,3654.9,1981.8,111.7,2976.1,23.6,133.7,91.2,68.6,1280.6,6048.9,17710.9,0,
2022-01-02T04:45+01:00,3331.9,1935.6,4610.6,3662.7,1984.2,111.7,2980.5,23.7,135.8,135.6,68.6,1290.1,5924,17533.2,0,
2022-01-02T05:00+01:00,3326.9,1938.2,4609,3684.3,1975.9,111.7,2970,23.6,132.8,95.5,68.5,1297.6,6212.6,18034.5,0,
2022-01-02T05:15+01:00,3322,1938.1,4619,3664.1,1975.1,111.7,2979.9,23.5,134,95.4,68.5,1296.3,6317.3,18063.1,0,
2022-01-02T05:30+01:00,3331.6,1936.5,4616,3676.3,1980.5,111.7,2977.5,23.5,146.5,116.7,68.5,1284.6,6484,17429,0,
2022-01-02T05:45+01:00,3338.5,1930.7,4608.7,3688.5,1989.7,111.7,2965.9,23.5,95.4,186.7,68.5,1288.6,6243.7,16806.4,0,
2022-01-02T06:00+01:00,3305.8,1931.9,4656.9,3675.8,1982.6,111.7,2992.7,23.6,94.7,163.3,68.5,1282.8,6145.6,18115.2,0,
2022-01-02T06:15+01:00,3322.6,1929.1,4668.9,3656.4,2000.6,111.7,2991.2,23.4,84.1,168,68.5,1271.6,5912.6,18084.5,0,
2022-01-02T06:30+01:00,3331,1931,4671.1,3648.2,1997.8,111.7,2975.7,23.4,29.6,100.1,68.5,1278.2,6092.3,18705.7,0,
2022-01-02T06:45+01:00,3337.6,1933.2,4662.8,3661.7,2006.3,111.7,2989.2,23.5,24.3,103.4,68.5,1282,5853,18597.6,0,
2022-01-02T07:00+01:00,3334.1,1932,4689.4,3662,2001.9,111.7,3026.5,23.5,25.4,434.1,68.5,1291.1,5491,18984.4,0,
2022-01-02T07:15+01:00,3361.9,1927,4708.3,3649.2,2000.2,111.7,3011.7,23.4,24.7,488.5,68.4,1284.2,5391,19781,0,
2022-01-02T07:30+01:00,3364.8,1924.8,4723.9,3671.9,2002,111.7,3000.9,23.4,19.6,461.6,68.5,1282.7,5238.9,20425.4,0.2,
2022-01-02T07:45+01:00,3360.3,1928,4749.5,3735,2015.4,111.7,3019.8,23.2,30.8,450.6,68.6,1291.9,5387.8,20841,2.2,
2022-01-02T08:00+01:00,3352.2,1926,4784.9,3810.4,1853.6,111.7,3101,23.2,21.7,808.3,68.6,1285,5684.1,21568.3,16,
2022-01-02T08:15+01:00,3334.3,1928.6,4795,3844.9,1856,111.7,3082.3,23,46.5,813.6,68.5,1285.1,5710.9,22000.5,160.4,
2022-01-02T08:30+01:00,3335.1,1929.4,4802.3,3835.1,1861,111.7,3076.3,22.8,30.3,881.9,68.5,1285.1,5616.6,21839.2,510.2,
2022-01-02T08:45+01:00,3331.5,1925.1,4820.9,3851.2,1864.7,111.7,3084.8,22.8,29.6,879,68.6,1284.2,5472.5,22129.6,882,
2022-01-02T09:00+01:00,3333.7,1923.2,4828.7,3836.1,1883.6,111.7,2997.6,22.7,28.5,791.9,68.5,1276.9,5252.9,22437.1,1357.9,
2022-01-02T09:15+01:00,3343.5,1922.4,4841,3825.5,1904,111.7,2985.8,22.6,35.3,824.2,68.5,1281.6,5229.2,23029.6,1872.4,
2022-01-02T09:30+01:00,3360.2,1925.9,4859.8,3844.6,1899.4,111.7,2981.3,22.4,34,847.4,68.5,1275.3,5035.3,22987.1,2453.2,
2022-01-02T09:45+01:00,3371.4,1934,4853.5,3810.6,1909,111.7,2979.5,22.2,34.5,769.7,68.5,1278.6,4877.4,23165.3,3116.1,
2022-01-02T10:00+01:00,3356.3,1931.4,4839.6,3795.1,1955.7,111.7,2994.2,22.1,28.4,793.7,68.5,1281.6,5290.5,23964.6,3701.5,
2022-01-02T10:15+01:00,3320.7,1934.4,4852.5,3785,1957.5,111.7,2997.4,22.1,23.6,676.7,68.5,1277.5,5459.7,24203.4,4254.7,
2022-01-02T10:30+01:00,3320,1940.9,4862.7,3811.9,1968.9,111.7,2976.3,21.9,69.3,712.5,68.5,1281.2,5397.6,24215.1,4513.1,
2022-01-02T10:45+01:00,3364.4,1944.5,4860.1,3790.3,1973,111.7,2966.3,21.6,21.7,791.5,68.5,1274.4,5576.6,24736.7,4974.6,
2022-01-02T11:00+01:00,3369.2,1943.4,4845.3,3733.8,1964.4,111.7,2939,21.4,37.8,371.6,68.5,1280.6,5801.5,25429.7,5247.3,
2022-01-02T11:15+01:00,3363.5,1943.6,4825.5,3668.5,1973.9,111.7,2920.9,21.2,27.4,350.9,68.5,1283.1,6044,25608.7,5475,
2022-01-02T11:30+01:00,3362.1,1943.7,4824.4,3680.7,1977.4,111.7,2953.3,20.9,17.4,461.9,68.5,1280.5,6219.6,25953,5787.5,
2022-01-02T11:45+01:00,3361.9,1942.7,4811.6,3679.8,1987,111.7,2953.9,20.7,21.3,476.8,68.6,1285.3,6401.7,26408.7,5963.8,
2022-01-02T12:00+01:00,3360.2,1941.7,4767.1,3694.7,1994.6,111.7,2932.6,20.5,97,483.6,68.5,1280.7,6490.4,27338.2,6016.8,
2022-01-02T12:15+01:00,3356.7,1934.1,4741.3,3697.4,1993.6,111.7,2935.7,20.3,39.3,175.3,68.5,1287.5,6620,27664.9,5806.6,
2022-01-02T12:30+01:00,3360.8,1930.9,4732.8,3781.1,1994.4,111.7,2941.6,20.1,91.9,438.6,68.5,1289.8,6307.9,28162.7,5446.6,
2022-01-02T12:45+01:00,3355.6,1929.3,4735.2,3780.8,1992.6,111.7,2942.1,19.9,25.1,340,68.5,1285.9,5898,29279.8,5113.5,
2022-01-02T13:00+01:00,3356,1927.9,4721.2,3723.3,1996.3,111.7,2935,19.9,42.5,499.4,68.5,1280.1,5821.1,29040.9,4724.7,
2022-01-02T13:15+01:00,3348.4,1927.8,4705.8,3696.9,1991.3,111.7,2944.6,19.9,28,384.4,68.6,1286.7,6017.5,29553.3,4425.1,
2022-01-02T13:30+01:00,3347.2,1924.8,4706.7,3704.2,1988.5,111.7,2959.7,20,38,189.5,68.5,1287.2,6049.8,30057.2,4043.4,
2022-01-02T13:45+01:00,3343.7,1925.6,4702.3,3702.2,1981.1,111.7,2945.7,20,32.4,161,68.5,1287.5,6037.6,29908.6,3846.4,
2022-01-02T14:00+01:00,3340.9,1925,4696.4,3702.2,1967.9,111.7,2954.3,20.1,34,219.8,68.5,1288.3,5969,30428.7,3556.3,
2022-01-02T14:15+01:00,3346.9,1928.1,4696,3706.1,1965.3,111.7,2945.8,19.9,19.4,212.4,68.5,1289.6,5612.9,31296.6,3215.2,
2022-01-02T14:30+01:00,3346.7,1929.2,4691.9,3721.7,1962.8,111.7,2925.6,19.9,79.2,167.7,68.5,1288.7,5510.4,31488.5,2768.1,
2022-01-02T14:45+01:00,3350.4,1924.6,4695.7,3730,1960.4,111.7,2916.5,19.7,36.3,139,68.5,1293.7,5630.2,31171.2,2308.2,
2022-01-02T15:00+01:00,3345,1926.7,4699.7,3695.4,2041.7,111.7,2920,19.6,84.1,150.4,68.4,1301,5634.5,31916.2,1856.6,
2022-01-02T15:15+01:00,3342.8,1925.7,4703.5,3714.9,2042.2,111.7,2935.5,19.7,33,148.1,68.5,1301.8,5718,32161.9,1408.1,
2022-01-02T15:30+01:00,3337.8,1922.5,4705.7,3679.6,2045.2,111.7,2929.6,19.7,25.1,148.5,68.5,1311.6,5864.9,33151.8,940.5,
2022-01-02T15:45+01:00,3347.3,1917.2,4717.3,3697.9,2065,111.7,2911.8,19.8,33.7,154.1,68.5,1323.9,6093.2,32612.4,528.7,
2022-01-02T16:00+01:00,3335,1914.4,4761.9,3674,2062.7,111.7,2907.4,19.8,83,220.4,68.4,1321,6317.4,32624.2,210.2,
2022-01-02T16:15+01:00,3338.2,1911.2,4776.6,3689.2,2074,111.7,2915.6,20,155.5,233.5,68.4,1310.7,6284.3,32798.6,48.6,
2022-01-02T16:30+01:00,3339.9,1909.1,4782.7,3692.6,2132.2,111.7,2909.3,19.9,139.7,267.7,68.4,1310.7,6246.1,33860.4,4.5,
2022-01-02T16:45+01:00,3340.6,1910.4,4808.2,3767.7,2155.5,111.7,2916.7,19.8,36.7,227.3,68.5,1308.3,6365.5,34587,0.6,
2022-01-02T17:00+01:00,3340.3,1905.7,4830.7,3851.9,2171.5,111.7,2863.2,19.8,27.6,191,68.5,1304.4,6363.3,34563.7,0.1,
2022-01-02T17:15+01:00,3339.7,1902.5,4847.6,3890.6,2179.8,111.7,2827,20,28.3,208,68.5,1308.3,6299.6,34615.8,0,
2022-01-02T17:30+01:00,3341.3,1904.9,4854.4,3915,2191.2,111.7,2850.1,20.1,62.6,197.9,68.5,1307.9,6330.8,34938.1,0,
2022-01-02T17:45+01:00,3333.6,1903.5,4869.7,3889.4,2186.2,111.7,2865.7,20,37.8,506.4,68.5,1308.1,6453.2,34638.6,0,
2022-01-02T18:00+01:00,3335.4,1904.2,4875,3888.1,2154.3,111.7,2865.2,19.9,80.8,581.5,68.5,1303,6465.9,35126.2,0,
2022-01-02T18:15+01:00,3308,1907.9,4892.6,3895.9,2154,111.7,2874.5,19.9,80,388.1,68.5,1312.9,6567.4,35344.6,0,
